,name,Orbit (AU),Value ($),Group,($),unit_value($),Metal Content,total_value_dol
1964,2018 TB7,2.245,0,MBA,0.0,zero,E_No Metal identified,0.0
1965,2018 TZ6,3.157,0,MBA,0.0,zero,E_No Metal identified,0.0
1966,2018 TY6,2.7739999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
1967,2018 TW6,3.093,0,MBA,0.0,zero,E_No Metal identified,0.0
1968,2018 TV6,1.8730000000000002,0,IMB,0.0,zero,E_No Metal identified,0.0
1969,2018 TU6,1.834,0,MCA,0.0,zero,E_No Metal identified,0.0
1970,2018 TT6,1.215,0,APO,0.0,zero,E_No Metal identified,0.0
1971,2018 TS6,0.898,0,ATE,0.0,zero,E_No Metal identified,0.0
1972,2018 TR6,2.206,0,AMO,0.0,zero,E_No Metal identified,0.0
1973,2018 TQ6,2.438,0,MCA,0.0,zero,E_No Metal identified,0.0
1974,2018 TP6,1.854,0,IMB,0.0,zero,E_No Metal identified,0.0
1975,2018 TO6,2.736,0,AMO,0.0,zero,E_No Metal identified,0.0
1976,2018 TN6,1.6480000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
1977,2018 TM6,1.9509999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
1978,2018 TL6,8.222000000000001,0,CEN,0.0,zero,E_No Metal identified,0.0
1979,2018 TK6,1.17,0,APO,0.0,zero,E_No Metal identified,0.0
1980,2018 TJ6,1.139,0,APO,0.0,zero,E_No Metal identified,0.0
1981,2018 TH6,1.357,0,APO,0.0,zero,E_No Metal identified,0.0
1982,2018 TG6,1.064,0,APO,0.0,zero,E_No Metal identified,0.0
1983,2018 TF6,2.09,0,AMO,0.0,zero,E_No Metal identified,0.0
1984,2018 TE6,1.127,0,AMO,0.0,zero,E_No Metal identified,0.0
1985,2018 TD6,1.179,0,APO,0.0,zero,E_No Metal identified,0.0
1986,2018 TC6,2.35,0,AMO,0.0,zero,E_No Metal identified,0.0
1987,2018 TB6,1.915,0,MCA,0.0,zero,E_No Metal identified,0.0
1988,2018 TA6,2.615,0,MCA,0.0,zero,E_No Metal identified,0.0
1989,2018 TZ5,1.985,0,APO,0.0,zero,E_No Metal identified,0.0
1990,2018 TY5,0.929,0,ATE,0.0,zero,E_No Metal identified,0.0
1991,2018 TX5,2.176,0,AMO,0.0,zero,E_No Metal identified,0.0
1992,2018 TW5,2.2319999999999998,0,AMO,0.0,zero,E_No Metal identified,0.0
1993,2018 TV5,1.465,0,APO,0.0,zero,E_No Metal identified,0.0
1994,2018 TU5,2.2640000000000002,0,MCA,0.0,zero,E_No Metal identified,0.0
1995,2018 TT5,1.629,0,APO,0.0,zero,E_No Metal identified,0.0
1996,2018 TS5,1.605,0,AMO,0.0,zero,E_No Metal identified,0.0
1997,2018 TR5,2.48,0,AMO,0.0,zero,E_No Metal identified,0.0
1998,2018 TQ5,2.173,0,APO,0.0,zero,E_No Metal identified,0.0
1999,2018 TP5,1.683,0,APO,0.0,zero,E_No Metal identified,0.0
2000,2018 TO5,2.338,0,AMO,0.0,zero,E_No Metal identified,0.0
2001,2018 TN5,2.202,0,AMO,0.0,zero,E_No Metal identified,0.0
2002,2018 TM5,2.366,0,MCA,0.0,zero,E_No Metal identified,0.0
2003,2018 TL5,2.251,0,MCA,0.0,zero,E_No Metal identified,0.0
2004,2018 TK5,2.385,0,MCA,0.0,zero,E_No Metal identified,0.0
2005,2018 TJ5,2.793,0,MCA,0.0,zero,E_No Metal identified,0.0
2006,2018 TH5,1.838,0,IMB,0.0,zero,E_No Metal identified,0.0
2007,2018 TG5,2.103,0,AMO,0.0,zero,E_No Metal identified,0.0
2008,2018 TF5,0.904,0,ATE,0.0,zero,E_No Metal identified,0.0
2009,2018 TE5,1.607,0,AMO,0.0,zero,E_No Metal identified,0.0
2010,2018 TD5,1.641,0,APO,0.0,zero,E_No Metal identified,0.0
2011,2018 TC5,1.041,0,APO,0.0,zero,E_No Metal identified,0.0
2012,2018 TB5,1.126,0,APO,0.0,zero,E_No Metal identified,0.0
2013,2018 TA5,2.6069999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
2014,2018 TZ4,2.381,0,APO,0.0,zero,E_No Metal identified,0.0
2015,2018 TY4,2.411,0,APO,0.0,zero,E_No Metal identified,0.0
2016,2018 TX4,1.889,0,APO,0.0,zero,E_No Metal identified,0.0
2017,2018 TW4,2.165,0,AMO,0.0,zero,E_No Metal identified,0.0
2018,2018 TV4,1.4480000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
2019,2018 TU4,0.971,0,ATE,0.0,zero,E_No Metal identified,0.0
2020,2018 TT4,1.265,0,APO,0.0,zero,E_No Metal identified,0.0
2021,2018 TS4,1.104,0,APO,0.0,zero,E_No Metal identified,0.0
2022,2018 TR4,1.081,0,APO,0.0,zero,E_No Metal identified,0.0
2023,2018 TQ4,2.516,0,MCA,0.0,zero,E_No Metal identified,0.0
2024,2018 TP4,1.776,0,MCA,0.0,zero,E_No Metal identified,0.0
2025,2018 TO4,1.901,0,IMB,0.0,zero,E_No Metal identified,0.0
2026,2018 TN4,2.426,0,MCA,0.0,zero,E_No Metal identified,0.0
2027,2018 TM4,1.931,0,IMB,0.0,zero,E_No Metal identified,0.0
2028,2018 TL4,1.88,0,IMB,0.0,zero,E_No Metal identified,0.0
2029,2018 TK4,2.8960000000000004,0,MCA,0.0,zero,E_No Metal identified,0.0
2030,2018 TJ4,2.452,0,APO,0.0,zero,E_No Metal identified,0.0
2031,2018 TH4,2.529,0,MCA,0.0,zero,E_No Metal identified,0.0
2032,2018 TG4,1.639,0,MCA,0.0,zero,E_No Metal identified,0.0
2033,2018 TF4,2.593,0,MBA,0.0,zero,E_No Metal identified,0.0
2034,2018 TE4,2.345,0,APO,0.0,zero,E_No Metal identified,0.0
2035,2018 TD4,1.4169999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
2036,2018 TC4,1.449,0,APO,0.0,zero,E_No Metal identified,0.0
2037,2018 TB4,2.6289999999999996,0,AMO,0.0,zero,E_No Metal identified,0.0
2038,2018 TA4,1.9669999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
2039,2018 TZ3,1.88,0,MCA,0.0,zero,E_No Metal identified,0.0
2040,2018 TY3,3.1710000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2041,2018 TX3,2.591,0,MCA,0.0,zero,E_No Metal identified,0.0
2042,2018 TW3,1.871,0,IMB,0.0,zero,E_No Metal identified,0.0
2043,2018 TV3,2.603,0,MBA,0.0,zero,E_No Metal identified,0.0
2044,2018 TU3,2.097,0,MCA,0.0,zero,E_No Metal identified,0.0
2045,2018 TT3,1.818,0,IMB,0.0,zero,E_No Metal identified,0.0
2046,2018 TS3,2.147,0,MCA,0.0,zero,E_No Metal identified,0.0
2047,2018 TR3,1.131,0,APO,0.0,zero,E_No Metal identified,0.0
2048,2018 TQ3,1.814,0,APO,0.0,zero,E_No Metal identified,0.0
2049,2018 TP3,1.694,0,AMO,0.0,zero,E_No Metal identified,0.0
2050,2018 TO3,1.131,0,APO,0.0,zero,E_No Metal identified,0.0
2051,2018 TN3,1.859,0,APO,0.0,zero,E_No Metal identified,0.0
2052,2018 TM3,1.36,0,APO,0.0,zero,E_No Metal identified,0.0
2053,2018 TL3,1.207,0,APO,0.0,zero,E_No Metal identified,0.0
2054,2018 TK3,1.4880000000000002,0,AMO,0.0,zero,E_No Metal identified,0.0
2055,2018 TJ3,0.951,0,ATE,0.0,zero,E_No Metal identified,0.0
2056,2018 TH3,1.2209999999999999,0,APO,0.0,zero,E_No Metal identified,0.0
2057,2018 TG3,2.362,0,APO,0.0,zero,E_No Metal identified,0.0
2058,2018 TF3,2.136,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
2059,2018 TE3,2.036,0,AMO,0.0,zero,E_No Metal identified,0.0
2060,2018 TD3,1.245,0,APO,0.0,zero,E_No Metal identified,0.0
2061,2018 TC3,2.648,0,AMO,0.0,zero,E_No Metal identified,0.0
2062,2018 TB3,0.8290000000000001,0,ATE,0.0,zero,E_No Metal identified,0.0
2063,2018 TA3,2.574,0,APO,0.0,zero,E_No Metal identified,0.0
2064,2018 TZ2,2.168,0,APO,0.0,zero,E_No Metal identified,0.0
2065,2018 TY2,2.292,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
2066,2018 TX2,1.7469999999999999,0,APO,0.0,zero,E_No Metal identified,0.0
2067,2018 TW2,1.4140000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
2068,2018 TV2,1.642,0,APO,0.0,zero,E_No Metal identified,0.0
2069,2018 TU2,2.155,0,AMO,0.0,zero,E_No Metal identified,0.0
2070,2018 TT2,1.271,0,APO,0.0,zero,E_No Metal identified,0.0
2071,2018 TS2,2.465,0,APO,0.0,zero,E_No Metal identified,0.0
2072,2018 TR2,1.7990000000000002,0,AMO,0.0,zero,E_No Metal identified,0.0
2073,2018 TQ2,2.222,0,AMO,0.0,zero,E_No Metal identified,0.0
2074,2018 TP2,2.522,0,AMO,0.0,zero,E_No Metal identified,0.0
2075,2018 TO2,1.101,0,APO,0.0,zero,E_No Metal identified,0.0
2076,2018 TN2,2.565,0,AMO,0.0,zero,E_No Metal identified,0.0
2077,2018 TM2,2.494,0,AMO,0.0,zero,E_No Metal identified,0.0
2078,2018 TL2,2.6910000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
2079,2018 TK2,2.612,0,AMO,0.0,zero,E_No Metal identified,0.0
2080,2018 TJ2,2.661,0,MCA,0.0,zero,E_No Metal identified,0.0
2081,2018 TH2,1.703,0,MCA,0.0,zero,E_No Metal identified,0.0
2082,2018 TG2,1.3330000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
2083,2018 TF2,1.703,0,APO,0.0,zero,E_No Metal identified,0.0
2084,2018 TE2,2.694,0,APO,0.0,zero,E_No Metal identified,0.0
2085,2018 TD2,0.843,0,ATE,0.0,zero,E_No Metal identified,0.0
2086,2018 TC2,1.131,0,APO,0.0,zero,E_No Metal identified,0.0
2087,2018 TB2,2.778,0,APO,0.0,zero,E_No Metal identified,0.0
2088,2018 TA2,0.978,0,ATE,0.0,zero,E_No Metal identified,0.0
2089,2018 TZ1,1.0979999999999999,0,APO,0.0,zero,E_No Metal identified,0.0
2090,2018 TY1,2.47,0,APO,0.0,zero,E_No Metal identified,0.0
2091,2018 TX1,1.254,0,AMO,0.0,zero,E_No Metal identified,0.0
2092,2018 TW1,1.8980000000000001,0,APO,0.0,zero,E_No Metal identified,0.0
2093,2018 TV1,2.489,0,AMO,0.0,zero,E_No Metal identified,0.0
2094,2018 TU1,2.498,0,AMO,0.0,zero,E_No Metal identified,0.0
2095,2018 TT1,2.752,0,AMO,0.0,zero,E_No Metal identified,0.0
2096,2018 TS1,1.379,0,APO,0.0,zero,E_No Metal identified,0.0
2097,2018 TR1,2.4819999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
2098,2018 TQ1,1.32,0,APO,0.0,zero,E_No Metal identified,0.0
2099,2018 TP1,2.162,0,APO,0.0,zero,E_No Metal identified,0.0
2100,2018 TO1,1.535,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
2101,2018 TN1,2.133,0,AMO,0.0,zero,E_No Metal identified,0.0
2102,2018 TM1,1.9,0,IMB,0.0,zero,E_No Metal identified,0.0
2103,2018 TL1,2.345,0,MCA,0.0,zero,E_No Metal identified,0.0
2104,2018 TK1,2.56,0,MCA,0.0,zero,E_No Metal identified,0.0
2105,2018 TJ1,2.479,0,MCA,0.0,zero,E_No Metal identified,0.0
2106,2018 TH1,1.9969999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
2107,2018 TG1,2.7260000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2108,2018 TF1,2.7510000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
2109,2018 TE1,3.245,0,OMB,0.0,zero,E_No Metal identified,0.0
2110,2018 TD1,1.8940000000000001,0,IMB,0.0,zero,E_No Metal identified,0.0
2111,2018 TC1,2.75,0,MCA,0.0,zero,E_No Metal identified,0.0
2112,2018 TB1,1.8980000000000001,0,MCA,0.0,zero,E_No Metal identified,0.0
2113,2018 TA1,2.605,0,MBA,0.0,zero,E_No Metal identified,0.0
2114,2018 TZ,1.268,0,APO,0.0,zero,E_No Metal identified,0.0
2115,2018 TY,1.463,0,AMO,0.0,zero,E_No Metal identified,0.0
2116,2018 TX,1.815,0,AMO,0.0,zero,E_No Metal identified,0.0
2117,2018 TW,2.674,0,AMO,0.0,zero,E_No Metal identified,0.0
2118,2018 TV,1.643,0,APO,0.0,zero,E_No Metal identified,0.0
2119,2018 TU,1.3780000000000001,0,APO,0.0,zero,E_No Metal identified,0.0
2120,2018 TT,1.537,0,AMO,0.0,zero,E_No Metal identified,0.0
2121,2018 TS,2.455,0,AMO,0.0,zero,E_No Metal identified,0.0
2122,2018 TR,1.058,0,APO,0.0,zero,E_No Metal identified,0.0
2123,2018 TQ,1.955,0,AMO,0.0,zero,E_No Metal identified,0.0
2124,2018 TP,1.3619999999999999,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
2125,2018 TO,2.5669999999999997,0,MCA,0.0,zero,E_No Metal identified,0.0
2126,2018 TN,2.015,0,MCA,0.0,zero,E_No Metal identified,0.0
2127,2018 TM,2.492,0,MCA,0.0,zero,E_No Metal identified,0.0
2128,2018 TL,2.5980000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
2129,2018 TK,1.841,0,IMB,0.0,zero,E_No Metal identified,0.0
2130,2018 TJ,2.496,0,MCA,0.0,zero,E_No Metal identified,0.0
2131,2018 TH,2.6010000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2132,2018 TG,1.931,0,IMB,0.0,zero,E_No Metal identified,0.0
2133,2018 TF,1.9669999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
2134,2018 TD,2.7560000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
2135,2018 TC,1.229,0,APO,0.0,zero,E_No Metal identified,0.0
2136,2018 TB,2.394,0,APO,0.0,zero,E_No Metal identified,0.0
2137,2018 TA,1.291,0,AMO,0.0,zero,E_No Metal identified,0.0
2138,2018 SC16,2.762,0,MBA,0.0,zero,E_No Metal identified,0.0
2139,2018 SB16,2.737,0,MBA,0.0,zero,E_No Metal identified,0.0
2140,2018 SA16,2.944,0,MBA,0.0,zero,E_No Metal identified,0.0
2141,2018 SZ15,2.6889999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2142,2018 SX15,3.14,0,MBA,0.0,zero,E_No Metal identified,0.0
2143,2018 SV15,2.323,0,MBA,0.0,zero,E_No Metal identified,0.0
2144,2018 SU15,3.12,0,MBA,0.0,zero,E_No Metal identified,0.0
2145,2018 SS15,2.8819999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2146,2018 SQ15,2.563,0,MBA,0.0,zero,E_No Metal identified,0.0
2147,2018 SP15,2.272,0,MBA,0.0,zero,E_No Metal identified,0.0
2148,2018 SN15,2.695,0,MBA,0.0,zero,E_No Metal identified,0.0
2149,2018 SM15,2.927,0,MBA,0.0,zero,E_No Metal identified,0.0
2150,2018 SL15,3.9730000000000003,0,OMB,0.0,zero,E_No Metal identified,0.0
2151,2018 SK15,2.251,0,MBA,0.0,zero,E_No Metal identified,0.0
2152,2018 SJ15,1.743,0,MCA,0.0,zero,E_No Metal identified,0.0
2153,2018 SH15,2.18,0,MBA,0.0,zero,E_No Metal identified,0.0
2154,2018 SG15,2.761,0,MBA,0.0,zero,E_No Metal identified,0.0
2155,2018 SF15,2.432,0,MBA,0.0,zero,E_No Metal identified,0.0
2156,2018 SE15,2.758,0,MBA,0.0,zero,E_No Metal identified,0.0
2157,2018 SD15,2.289,0,MBA,0.0,zero,E_No Metal identified,0.0
2158,2018 SC15,2.358,0,MBA,0.0,zero,E_No Metal identified,0.0
2159,2018 SB15,2.044,0,MBA,0.0,zero,E_No Metal identified,0.0
2160,2018 SA15,1.9169999999999998,0,IMB,0.0,zero,E_No Metal identified,0.0
2161,2018 SY14,2.602,0,MBA,0.0,zero,E_No Metal identified,0.0
2162,2018 SX14,2.605,0,MBA,0.0,zero,E_No Metal identified,0.0
2163,2018 SW14,2.972,0,MBA,0.0,zero,E_No Metal identified,0.0
2164,2018 SV14,2.7089999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2165,2018 SU14,3.177,0,MBA,0.0,zero,E_No Metal identified,0.0
2166,2018 ST14,3.022,0,MBA,0.0,zero,E_No Metal identified,0.0
2167,2018 SS14,2.363,0,MBA,0.0,zero,E_No Metal identified,0.0
2168,2018 SR14,1.92,0,IMB,0.0,zero,E_No Metal identified,0.0
2169,2018 SQ14,2.55,0,MBA,0.0,zero,E_No Metal identified,0.0
2170,2018 SP14,2.772,0,MBA,0.0,zero,E_No Metal identified,0.0
2171,2018 SO14,2.64,0,MCA,0.0,zero,E_No Metal identified,0.0
2172,2018 SN14,3.0839999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2173,2018 SM14,2.5869999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2174,2018 SL14,2.3280000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2175,2018 SK14,2.6069999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
2176,2018 SJ14,3.155,0,MBA,0.0,zero,E_No Metal identified,0.0
2177,2018 SF14,3.173,0,MBA,0.0,zero,E_No Metal identified,0.0
2178,2018 SE14,2.332,0,MBA,0.0,zero,E_No Metal identified,0.0
2179,2018 SD14,2.369,0,MBA,0.0,zero,E_No Metal identified,0.0
2180,2018 SC14,2.7739999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2181,2018 SB14,2.759,0,MBA,0.0,zero,E_No Metal identified,0.0
2182,2018 SA14,2.592,0,MBA,0.0,zero,E_No Metal identified,0.0
2183,2018 SZ13,2.603,0,MBA,0.0,zero,E_No Metal identified,0.0
2184,2018 SY13,2.944,0,MBA,0.0,zero,E_No Metal identified,0.0
2185,2018 SX13,2.6310000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
2186,2018 SW13,2.589,0,MBA,0.0,zero,E_No Metal identified,0.0
2187,2018 SV13,1.225,0,APO,0.0,zero,E_No Metal identified,0.0
2188,2018 SU13,2.6710000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2189,2018 SS13,2.697,0,MBA,0.0,zero,E_No Metal identified,0.0
2190,2018 SQ13,155.724,0,TNO,0.0,zero,E_No Metal identified,0.0
2191,2018 SG13,3.165,0,MBA,0.0,zero,E_No Metal identified,0.0
2192,2018 SF13,2.739,0,MBA,0.0,zero,E_No Metal identified,0.0
2193,2018 SE13,3.158,0,MBA,0.0,zero,E_No Metal identified,0.0
2194,2018 SD13,2.73,0,MBA,0.0,zero,E_No Metal identified,0.0
2195,2018 SB13,3.108,0,MBA,0.0,zero,E_No Metal identified,0.0
2196,2018 SA13,3.04,0,MBA,0.0,zero,E_No Metal identified,0.0
2197,2018 SZ12,2.168,0,MBA,0.0,zero,E_No Metal identified,0.0
2198,2018 SY12,2.786,0,MBA,0.0,zero,E_No Metal identified,0.0
2199,2018 SX12,2.373,0,MBA,0.0,zero,E_No Metal identified,0.0
2200,2018 SV12,2.563,0,MBA,0.0,zero,E_No Metal identified,0.0
2201,2018 SU12,1.9609999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
2202,2018 SS12,2.346,0,MBA,0.0,zero,E_No Metal identified,0.0
2203,2018 SQ12,3.0839999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2204,2018 SO12,2.647,0,MBA,0.0,zero,E_No Metal identified,0.0
2205,2018 SN12,3.176,0,MBA,0.0,zero,E_No Metal identified,0.0
2206,2018 SM12,2.571,0,MBA,0.0,zero,E_No Metal identified,0.0
2207,2018 SL12,2.6430000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
2208,2018 SJ12,2.71,0,MBA,0.0,zero,E_No Metal identified,0.0
2209,2018 SH12,2.7239999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
2210,2018 SG12,2.201,0,MBA,0.0,zero,E_No Metal identified,0.0
2211,2018 SF12,2.7960000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2212,2018 SE12,2.294,0,MBA,0.0,zero,E_No Metal identified,0.0
2213,2018 SC12,2.329,0,MBA,0.0,zero,E_No Metal identified,0.0
2214,2018 SB12,2.19,0,MBA,0.0,zero,E_No Metal identified,0.0
2215,2018 SA12,2.697,0,MBA,0.0,zero,E_No Metal identified,0.0
2216,2018 SZ11,2.86,0,MBA,0.0,zero,E_No Metal identified,0.0
2217,2018 SY11,3.161,0,MBA,0.0,zero,E_No Metal identified,0.0
2218,2018 SX11,2.448,0,MBA,0.0,zero,E_No Metal identified,0.0
2219,2018 SW11,2.373,0,MBA,0.0,zero,E_No Metal identified,0.0
2220,2018 SV11,2.6430000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
2221,2018 SU11,3.002,0,MCA,0.0,zero,E_No Metal identified,0.0
2222,2018 ST11,3.188,0,MBA,0.0,zero,E_No Metal identified,0.0
2223,2018 SR11,2.272,0,MBA,0.0,zero,E_No Metal identified,0.0
2224,2018 SQ11,2.5869999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2225,2018 SO11,3.01,0,MBA,0.0,zero,E_No Metal identified,0.0
2226,2018 SN11,2.755,0,MBA,0.0,zero,E_No Metal identified,0.0
2227,2018 SM11,3.159,0,MBA,0.0,zero,E_No Metal identified,0.0
2228,2018 SL11,2.7239999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
2229,2018 SK11,2.718,0,MBA,0.0,zero,E_No Metal identified,0.0
2230,2018 SJ11,3.057,0,MBA,0.0,zero,E_No Metal identified,0.0
2231,2018 SH11,3.1060000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2232,2018 SG11,2.737,0,MBA,0.0,zero,E_No Metal identified,0.0
2233,2018 SF11,2.648,0,MBA,0.0,zero,E_No Metal identified,0.0
2234,2018 SE11,2.569,0,MBA,0.0,zero,E_No Metal identified,0.0
2235,2018 SB11,3.0439999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2236,2018 SA11,2.43,0,MBA,0.0,zero,E_No Metal identified,0.0
2237,2018 SZ10,2.572,0,MBA,0.0,zero,E_No Metal identified,0.0
2238,2018 SY10,2.276,0,MBA,0.0,zero,E_No Metal identified,0.0
2239,2018 SX10,3.1660000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2240,2018 SW10,2.87,0,MBA,0.0,zero,E_No Metal identified,0.0
2241,2018 SV10,2.3,0,MBA,0.0,zero,E_No Metal identified,0.0
2242,2018 SU10,2.3280000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2243,2018 SR10,2.43,0,MBA,0.0,zero,E_No Metal identified,0.0
2244,2018 SP10,3.177,0,MBA,0.0,zero,E_No Metal identified,0.0
2245,2018 SO10,2.68,0,MBA,0.0,zero,E_No Metal identified,0.0
2246,2018 SN10,2.661,0,MBA,0.0,zero,E_No Metal identified,0.0
2247,2018 SM10,2.7239999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
2248,2018 SK10,3.1510000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
2249,2018 SH10,3.19,0,MBA,0.0,zero,E_No Metal identified,0.0
2250,2018 SG10,2.97,0,MBA,0.0,zero,E_No Metal identified,0.0
2251,2018 SF10,3.068,0,MBA,0.0,zero,E_No Metal identified,0.0
2252,2018 SE10,2.5810000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2253,2018 SD10,2.437,0,MBA,0.0,zero,E_No Metal identified,0.0
2254,2018 SC10,2.168,0,MCA,0.0,zero,E_No Metal identified,0.0
2255,2018 SA10,2.325,0,MBA,0.0,zero,E_No Metal identified,0.0
2256,2018 SZ9,2.6060000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2257,2018 SY9,3.0839999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2258,2018 SW9,2.162,0,MCA,0.0,zero,E_No Metal identified,0.0
2259,2018 SU9,3.165,0,MBA,0.0,zero,E_No Metal identified,0.0
2260,2018 ST9,2.6630000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2261,2018 SS9,2.56,0,MBA,0.0,zero,E_No Metal identified,0.0
2262,2018 SR9,3.1519999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2263,2018 SQ9,3.298,0,OMB,0.0,zero,E_No Metal identified,0.0
2264,2018 SP9,2.8480000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2265,2018 SO9,2.741,0,MBA,0.0,zero,E_No Metal identified,0.0
2266,2018 SN9,2.18,0,MBA,0.0,zero,E_No Metal identified,0.0
2267,2018 SM9,2.2880000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2268,2018 SL9,3.908,0,OMB,0.0,zero,E_No Metal identified,0.0
2269,2018 SK9,2.659,0,MBA,0.0,zero,E_No Metal identified,0.0
2270,2018 SJ9,2.57,0,MBA,0.0,zero,E_No Metal identified,0.0
2271,2018 SH9,2.6860000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2272,2018 SE9,3.1710000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2273,2018 SD9,2.673,0,MBA,0.0,zero,E_No Metal identified,0.0
2274,2018 SC9,2.596,0,MBA,0.0,zero,E_No Metal identified,0.0
2275,2018 SB9,1.911,0,IMB,0.0,zero,E_No Metal identified,0.0
2276,2018 SA9,3.07,0,MBA,0.0,zero,E_No Metal identified,0.0
2277,2018 SW8,3.062,0,MBA,0.0,zero,E_No Metal identified,0.0
2278,2018 SV8,2.416,0,MBA,0.0,zero,E_No Metal identified,0.0
2279,2018 SU8,2.73,0,MBA,0.0,zero,E_No Metal identified,0.0
2280,2018 ST8,2.676,0,MBA,0.0,zero,E_No Metal identified,0.0
2281,2018 SS8,2.991,0,MBA,0.0,zero,E_No Metal identified,0.0
2282,2018 SR8,2.617,0,MBA,0.0,zero,E_No Metal identified,0.0
2283,2018 SQ8,2.56,0,MBA,0.0,zero,E_No Metal identified,0.0
2284,2018 SP8,2.655,0,MBA,0.0,zero,E_No Metal identified,0.0
2285,2018 SO8,2.787,0,MBA,0.0,zero,E_No Metal identified,0.0
2286,2018 SN8,2.4219999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2287,2018 SM8,2.66,0,MBA,0.0,zero,E_No Metal identified,0.0
2288,2018 SL8,2.6289999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2289,2018 SK8,3.112,0,MBA,0.0,zero,E_No Metal identified,0.0
2290,2018 SJ8,2.654,0,MBA,0.0,zero,E_No Metal identified,0.0
2291,2018 SH8,3.089,0,MBA,0.0,zero,E_No Metal identified,0.0
2292,2018 SG8,2.6430000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
2293,2018 SF8,2.577,0,MBA,0.0,zero,E_No Metal identified,0.0
2294,2018 SE8,2.675,0,MBA,0.0,zero,E_No Metal identified,0.0
2295,2018 SD8,3.15,0,MBA,0.0,zero,E_No Metal identified,0.0
2296,2018 SB8,2.247,0,MCA,0.0,zero,E_No Metal identified,0.0
2297,2018 SA8,2.673,0,MBA,0.0,zero,E_No Metal identified,0.0
2298,2018 SZ7,2.404,0,MBA,0.0,zero,E_No Metal identified,0.0
2299,2018 SY7,2.628,0,MBA,0.0,zero,E_No Metal identified,0.0
2300,2018 SV7,3.178,0,MBA,0.0,zero,E_No Metal identified,0.0
2301,2018 SR7,2.367,0,MBA,0.0,zero,E_No Metal identified,0.0
2302,2018 SQ7,2.588,0,MBA,0.0,zero,E_No Metal identified,0.0
2303,2018 SO7,2.698,0,MBA,0.0,zero,E_No Metal identified,0.0
